,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,CMF,DC_hband,DC_mband,DC_lband
0,2020-04-24 10:00:00+07:00,17300.0,62,17362.0,0.0,BUY,0.27751378801730636,192.0,182.5,173.0
1,2020-04-30 14:00:00+07:00,15400.0,70,17362.0,-2032.0,SELL,-0.16974789204139862,162.0,156.0,150.0
2,2020-05-29 09:00:00+07:00,14000.0,50,14050.0,0.0,BUY,0.01141981887892287,145.0,137.5,130.0
3,2020-06-02 11:00:00+07:00,14500.0,66,14050.0,384.0,SELL,-0.08595912777867701,145.0,140.0,135.0
4,2020-06-25 13:00:00+07:00,17700.0,63,17763.0,0.0,BUY,0.039290826626322696,184.0,177.0,170.0
5,2020-07-03 09:00:00+07:00,16900.0,77,17763.0,-940.0,SELL,-0.021475761668713438,176.0,170.0,164.0
6,2020-07-07 09:00:00+07:00,16500.0,59,16559.0,0.0,BUY,0.07972939787099208,172.0,168.5,165.0
7,2020-07-08 10:00:00+07:00,16800.0,77,16559.0,164.0,SELL,-0.3053219855323859,172.0,168.0,164.0
8,2020-07-08 11:00:00+07:00,17300.0,62,17362.0,0.0,BUY,0.14560892874606243,174.0,169.0,164.0
9,2020-07-28 09:00:00+07:00,23400.0,107,17362.0,5931.0,SELL,-0.11915958208852376,234.0,226.0,218.0
10,2020-08-03 09:00:00+07:00,20600.0,74,20674.0,0.0,BUY,0.3996973229625015,242.0,224.0,206.0
11,2020-08-05 11:00:00+07:00,22000.0,101,20674.0,1225.0,SELL,-0.12209125281123945,232.0,219.0,206.0
12,2020-08-18 10:00:00+07:00,25200.0,90,25290.0,0.0,BUY,0.4848832351335119,254.0,239.0,224.0
13,2020-08-27 14:00:00+07:00,24200.0,111,25290.0,-1201.0,SELL,-0.20691998769425984,256.0,244.0,232.0
14,2020-09-22 14:00:00+07:00,21800.0,78,21878.0,0.0,BUY,0.10731468205147007,226.0,217.0,208.0
15,2020-10-12 09:00:00+07:00,23400.0,107,21878.0,1415.0,SELL,-0.18803345456526807,238.0,233.0,228.0
16,2020-11-09 14:00:00+07:00,22600.0,81,22681.0,0.0,BUY,0.09112237072315986,228.0,220.0,212.0
17,2020-11-20 10:00:00+07:00,25200.0,115,22681.0,2404.0,SELL,-0.22518775445554243,262.0,252.0,242.0
18,2020-11-30 15:00:00+07:00,26000.0,93,26093.0,0.0,BUY,0.026543062208839806,280.0,270.0,260.0
19,2020-12-10 10:00:00+07:00,24600.0,113,26093.0,-1606.0,SELL,-0.06850547490548267,256.0,246.0,236.0
20,2020-12-15 14:00:00+07:00,25200.0,90,25290.0,0.0,BUY,0.26310179650233256,260.0,251.0,242.0
21,2020-12-18 11:00:00+07:00,25000.0,115,25290.0,-405.0,SELL,-0.06520091569448504,256.0,251.0,246.0
22,2020-12-23 10:00:00+07:00,24800.0,89,24889.0,0.0,BUY,0.024935803974429686,254.0,243.0,232.0
23,2021-01-20 09:00:00+07:00,23000.0,105,24889.0,-1994.0,SELL,-0.560803744439433,246.0,233.0,220.0
24,2021-01-22 15:00:00+07:00,22400.0,80,22480.0,0.0,BUY,0.04084258936352373,240.0,232.0,224.0
25,2021-02-02 13:00:00+07:00,21600.0,99,22480.0,-979.0,SELL,-0.10672561198867288,228.0,220.0,212.0
26,2021-02-03 10:00:00+07:00,22200.0,79,22279.0,0.0,BUY,0.32146924302816954,228.0,220.0,212.0
27,2021-03-02 13:00:00+07:00,23600.0,108,22279.0,1213.0,SELL,-0.11313696151647765,248.0,239.0,230.0
28,2021-03-09 10:00:00+07:00,23800.0,85,23885.0,0.0,BUY,0.04441137584129957,240.0,236.0,232.0
29,2021-04-06 13:00:00+07:00,23400.0,107,23885.0,-592.0,SELL,-0.03800049670945904,240.0,235.0,230.0
30,2021-04-07 10:00:00+07:00,24400.0,87,24487.0,0.0,BUY,0.08793435991438368,246.0,239.0,232.0
31,2021-05-05 11:00:00+07:00,24000.0,110,24487.0,-597.0,SELL,-0.153966788707983,244.0,241.0,238.0
32,2021-05-06 13:00:00+07:00,24200.0,87,24287.0,0.0,BUY,0.050800389553679416,244.0,241.0,238.0
33,2021-05-07 13:00:00+07:00,23400.0,107,24287.0,-994.0,SELL,-0.12646765986818437,244.0,238.0,232.0
34,2021-05-11 11:00:00+07:00,22400.0,80,22480.0,0.0,BUY,0.007538519473217758,244.0,234.0,224.0
35,2021-07-15 09:00:00+07:00,19400.0,89,22480.0,-3169.0,SELL,-0.016111135923971665,202.0,196.5,191.0
36,2021-07-16 11:00:00+07:00,19500.0,70,19570.0,0.0,BUY,0.13294608769525884,200.0,195.5,191.0
37,2021-07-16 14:00:00+07:00,19500.0,89,19570.0,-159.0,SELL,-0.04605157622540122,200.0,195.5,191.0
38,2021-07-19 10:00:00+07:00,19500.0,70,19570.0,0.0,BUY,0.014150497829207949,200.0,195.5,191.0
39,2021-07-21 14:00:00+07:00,19400.0,89,19570.0,-259.0,SELL,-0.10712065662118767,198.0,195.0,192.0
40,2021-08-18 11:00:00+07:00,17900.0,64,17964.0,0.0,BUY,0.0023238717252012297,186.0,179.5,173.0
41,2021-08-18 13:00:00+07:00,17800.0,81,17964.0,-245.0,SELL,-0.03594175281005909,184.0,178.5,173.0
42,2021-08-20 11:00:00+07:00,17800.0,64,17864.0,0.0,BUY,0.12956040976054703,180.0,176.5,173.0
43,2021-08-25 13:00:00+07:00,17900.0,82,17864.0,-46.0,SELL,-0.36773198101824633,184.0,179.5,175.0
44,2021-08-30 10:00:00+07:00,18600.0,66,18666.0,0.0,BUY,0.19325382219252735,188.0,183.5,179.0
45,2021-09-02 09:00:00+07:00,18600.0,85,18666.0,-151.0,SELL,-0.10856025026206607,191.0,187.0,183.0
46,2021-09-13 14:00:00+07:00,19300.0,69,19369.0,0.0,BUY,0.35002347537977724,195.0,191.5,188.0
47,2021-09-16 13:00:00+07:00,19400.0,89,19369.0,-58.0,SELL,-0.07530808878655348,198.0,194.0,190.0
48,2021-09-29 13:00:00+07:00,19000.0,68,19068.0,0.0,BUY,0.06906878802058841,192.0,189.5,187.0
49,2021-10-18 15:00:00+07:00,22000.0,101,19068.0,2831.0,SELL,-0.02712181537323544,220.0,215.0,210.0
50,2021-10-27 09:00:00+07:00,22600.0,81,22681.0,0.0,BUY,0.019956530722527514,238.0,229.0,220.0
51,2021-10-29 10:00:00+07:00,22800.0,104,22681.0,15.0,SELL,-0.07050908670757138,234.0,227.0,220.0
52,2021-11-19 14:00:00+07:00,22600.0,81,22681.0,0.0,BUY,0.02719952320462081,230.0,225.0,220.0
53,2021-11-26 14:00:00+07:00,21600.0,99,22681.0,-1180.0,SELL,-0.02105936076921442,224.0,219.0,214.0
54,2021-12-02 14:00:00+07:00,22200.0,79,22279.0,0.0,BUY,0.05612019514720957,228.0,221.0,214.0
55,2021-12-30 13:00:00+07:00,19100.0,87,22279.0,-3266.0,SELL,-0.2428245247867331,193.0,191.5,190.0
56,2022-01-03 09:00:00+07:00,19200.0,69,19269.0,0.0,BUY,0.005952846761418086,193.0,191.5,190.0
57,2022-01-05 09:00:00+07:00,20000.0,92,19269.0,639.0,SELL,-0.13801366080304509,200.0,195.0,190.0
58,2022-01-10 11:00:00+07:00,19300.0,69,19369.0,0.0,BUY,0.16537391175586652,200.0,196.5,193.0
59,2022-03-08 13:00:00+07:00,18700.0,86,19369.0,-755.0,SELL,-0.03868868475027358,192.0,188.0,184.0
60,2022-03-16 15:00:00+07:00,18600.0,66,18666.0,0.0,BUY,0.13770425490904026,193.0,189.5,186.0
61,2022-03-21 13:00:00+07:00,18600.0,85,18666.0,-151.0,SELL,-0.42089497279979415,189.0,186.5,184.0
62,2022-04-04 11:00:00+07:00,18600.0,66,18666.0,0.0,BUY,0.016629743017669382,187.0,185.5,184.0
63,2022-04-19 11:00:00+07:00,17200.0,79,18666.0,-1545.0,SELL,-0.2144922656176217,175.0,172.5,170.0
