,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,DC_hband,DC_mband,DC_lband
0,2020-04-29 10:00:00+07:00,10400.0,37,10437.0,0.0,BUY,106.0,101.5,97.0
1,2020-05-04 09:00:00+07:00,10400.0,47,10437.0,-84.0,SELL,109.0,104.0,99.0
2,2020-05-06 10:00:00+07:00,10000.0,36,10036.0,0.0,BUY,109.0,104.5,100.0
3,2020-05-12 11:00:00+07:00,10200.0,46,10036.0,118.0,SELL,108.0,103.5,99.0
4,2020-05-13 10:00:00+07:00,9600.0,34,9634.0,0.0,BUY,108.0,102.0,96.0
5,2020-05-18 11:00:00+07:00,10300.0,47,9634.0,619.0,SELL,103.0,95.5,88.0
6,2020-05-29 14:00:00+07:00,9600.0,34,9634.0,0.0,BUY,101.0,98.5,96.0
7,2020-06-02 13:00:00+07:00,9700.0,44,9634.0,22.0,SELL,100.0,97.5,95.0
8,2020-06-03 09:00:00+07:00,9700.0,34,9734.0,0.0,BUY,100.0,97.5,95.0
9,2020-06-04 14:00:00+07:00,9900.0,45,9734.0,121.0,SELL,103.0,99.0,95.0
10,2020-06-05 13:00:00+07:00,10000.0,36,10036.0,0.0,BUY,103.0,99.5,96.0
11,2020-06-08 11:00:00+07:00,10300.0,47,10036.0,217.0,SELL,103.0,99.5,96.0
12,2020-06-09 09:00:00+07:00,11300.0,40,11340.0,0.0,BUY,118.0,107.5,97.0
13,2020-06-09 13:00:00+07:00,10700.0,49,11340.0,-689.0,SELL,118.0,108.0,98.0
14,2020-06-09 14:00:00+07:00,11200.0,40,11240.0,0.0,BUY,118.0,108.0,98.0
15,2020-06-10 09:00:00+07:00,10900.0,50,11240.0,-390.0,SELL,118.0,108.0,98.0
16,2020-06-16 09:00:00+07:00,9900.0,35,9935.0,0.0,BUY,106.0,99.5,93.0
17,2020-07-01 09:00:00+07:00,9600.0,44,9935.0,-379.0,SELL,102.0,98.0,94.0
18,2020-07-02 13:00:00+07:00,9800.0,35,9835.0,0.0,BUY,101.0,97.5,94.0
19,2020-07-03 11:00:00+07:00,10000.0,46,9835.0,119.0,SELL,100.0,97.0,94.0
20,2020-07-06 13:00:00+07:00,10100.0,36,10136.0,0.0,BUY,104.0,99.5,95.0
21,2020-07-07 09:00:00+07:00,9900.0,45,10136.0,-281.0,SELL,104.0,100.0,96.0
22,2020-07-08 15:00:00+07:00,9700.0,34,9734.0,0.0,BUY,104.0,100.5,97.0
23,2020-07-13 13:00:00+07:00,9700.0,44,9734.0,-78.0,SELL,99.0,97.5,96.0
24,2020-07-14 09:00:00+07:00,9600.0,34,9634.0,0.0,BUY,99.0,97.5,96.0
25,2020-07-15 13:00:00+07:00,9700.0,44,9634.0,22.0,SELL,99.0,97.5,96.0
26,2020-07-16 11:00:00+07:00,9800.0,35,9835.0,0.0,BUY,99.0,97.5,96.0
27,2020-07-17 10:00:00+07:00,9700.0,44,9835.0,-179.0,SELL,99.0,97.5,96.0
28,2020-07-17 11:00:00+07:00,9800.0,35,9835.0,0.0,BUY,99.0,97.5,96.0
29,2020-07-20 09:00:00+07:00,9700.0,44,9835.0,-179.0,SELL,99.0,97.5,96.0
30,2020-07-20 11:00:00+07:00,9600.0,34,9634.0,0.0,BUY,99.0,97.5,96.0
31,2020-07-22 09:00:00+07:00,9700.0,44,9634.0,22.0,SELL,100.0,97.5,95.0
32,2020-07-22 10:00:00+07:00,9800.0,35,9835.0,0.0,BUY,100.0,97.5,95.0
33,2020-07-22 13:00:00+07:00,9800.0,45,9835.0,-80.0,SELL,100.0,97.5,95.0
34,2020-07-23 09:00:00+07:00,10600.0,38,10638.0,0.0,BUY,108.0,101.5,95.0
35,2020-07-24 14:00:00+07:00,13900.0,63,10638.0,3199.0,SELL,139.0,117.0,95.0
36,2020-07-29 09:00:00+07:00,14100.0,50,14150.0,0.0,BUY,168.0,135.5,103.0
37,2020-07-30 09:00:00+07:00,14500.0,66,14150.0,284.0,SELL,168.0,146.0,124.0
38,2020-08-03 09:00:00+07:00,13300.0,47,13347.0,0.0,BUY,157.0,145.0,133.0
39,2020-08-07 11:00:00+07:00,14200.0,65,13347.0,788.0,SELL,152.0,141.0,130.0
40,2020-08-10 10:00:00+07:00,13300.0,47,13347.0,0.0,BUY,152.0,142.5,133.0
41,2020-09-02 13:00:00+07:00,9200.0,42,13347.0,-4189.0,SELL,98.0,93.0,88.0
42,2020-09-03 11:00:00+07:00,9200.0,33,9233.0,0.0,BUY,96.0,92.5,89.0
43,2020-09-04 10:00:00+07:00,9100.0,41,9233.0,-174.0,SELL,96.0,92.5,89.0
44,2020-09-08 10:00:00+07:00,8900.0,32,8932.0,0.0,BUY,94.0,91.5,89.0
45,2020-09-08 14:00:00+07:00,8700.0,40,8932.0,-272.0,SELL,93.0,89.5,86.0
46,2020-09-09 10:00:00+07:00,8500.0,30,8530.0,0.0,BUY,93.0,89.0,85.0
47,2020-09-29 14:00:00+07:00,7600.0,34,8530.0,-964.0,SELL,81.0,75.5,70.0
48,2020-09-30 09:00:00+07:00,7600.0,27,7627.0,0.0,BUY,81.0,75.5,70.0
49,2020-09-30 10:00:00+07:00,7500.0,34,7627.0,-161.0,SELL,81.0,75.5,70.0
50,2020-10-01 09:00:00+07:00,7900.0,28,7928.0,0.0,BUY,82.0,78.0,74.0
51,2020-10-01 10:00:00+07:00,7800.0,35,7928.0,-163.0,SELL,82.0,78.0,74.0
52,2020-10-06 09:00:00+07:00,7800.0,28,7828.0,0.0,BUY,83.0,78.5,74.0
53,2020-10-06 11:00:00+07:00,8000.0,36,7828.0,136.0,SELL,83.0,80.0,77.0
54,2020-10-06 14:00:00+07:00,8600.0,30,8630.0,0.0,BUY,86.0,81.5,77.0
55,2020-10-06 15:00:00+07:00,8700.0,40,8630.0,30.0,SELL,87.0,82.0,77.0
56,2020-10-13 10:00:00+07:00,8000.0,28,8028.0,0.0,BUY,87.0,83.5,80.0
57,2020-10-14 14:00:00+07:00,8400.0,38,8028.0,334.0,SELL,87.0,83.5,80.0
58,2020-10-15 13:00:00+07:00,8400.0,30,8430.0,0.0,BUY,87.0,83.5,80.0
59,2020-10-19 13:00:00+07:00,8300.0,38,8430.0,-168.0,SELL,87.0,84.5,82.0
60,2020-10-22 14:00:00+07:00,7400.0,26,7426.0,0.0,BUY,85.0,79.5,74.0
61,2020-11-04 10:00:00+07:00,6800.0,31,7426.0,-657.0,SELL,71.0,68.5,66.0
62,2020-11-09 13:00:00+07:00,6200.0,22,6222.0,0.0,BUY,69.0,65.5,62.0
63,2020-11-11 15:00:00+07:00,6900.0,31,6222.0,647.0,SELL,69.0,65.0,61.0
64,2020-11-13 14:00:00+07:00,6100.0,21,6121.0,0.0,BUY,70.0,65.5,61.0
65,2020-11-17 09:00:00+07:00,6200.0,28,6121.0,51.0,SELL,70.0,64.5,59.0
66,2020-11-17 13:00:00+07:00,6400.0,23,6423.0,0.0,BUY,67.0,63.0,59.0
67,2020-11-20 10:00:00+07:00,7000.0,32,6423.0,545.0,SELL,70.0,65.5,61.0
68,2020-11-25 10:00:00+07:00,7300.0,26,7326.0,0.0,BUY,77.0,70.5,64.0
69,2020-11-25 14:00:00+07:00,7300.0,33,7326.0,-59.0,SELL,77.0,72.5,68.0
70,2020-11-27 15:00:00+07:00,6900.0,24,6924.0,0.0,BUY,77.0,73.0,69.0
71,2020-12-02 14:00:00+07:00,6700.0,30,6924.0,-254.0,SELL,72.0,68.5,65.0
72,2020-12-07 10:00:00+07:00,6800.0,24,6824.0,0.0,BUY,69.0,66.5,64.0
73,2020-12-07 11:00:00+07:00,6700.0,30,6824.0,-154.0,SELL,69.0,66.5,64.0
74,2020-12-07 13:00:00+07:00,6900.0,24,6924.0,0.0,BUY,69.0,66.5,64.0
75,2020-12-08 11:00:00+07:00,7700.0,35,6924.0,741.0,SELL,77.0,70.5,64.0
76,2020-12-11 09:00:00+07:00,7600.0,27,7627.0,0.0,BUY,84.0,75.0,66.0
77,2020-12-11 10:00:00+07:00,7500.0,34,7627.0,-161.0,SELL,84.0,75.0,66.0
78,2020-12-11 13:00:00+07:00,7500.0,27,7527.0,0.0,BUY,84.0,75.0,66.0
79,2020-12-14 14:00:00+07:00,7600.0,34,7527.0,39.0,SELL,84.0,78.5,73.0
80,2020-12-16 09:00:00+07:00,7800.0,28,7828.0,0.0,BUY,82.0,77.5,73.0
81,2020-12-16 10:00:00+07:00,7700.0,35,7828.0,-163.0,SELL,82.0,77.5,73.0
82,2020-12-22 14:00:00+07:00,7000.0,25,7025.0,0.0,BUY,75.0,72.5,70.0
83,2020-12-23 09:00:00+07:00,6900.0,31,7025.0,-156.0,SELL,75.0,71.0,67.0
84,2020-12-28 09:00:00+07:00,7100.0,25,7125.0,0.0,BUY,75.0,71.0,67.0
85,2020-12-29 09:00:00+07:00,7100.0,32,7125.0,-57.0,SELL,74.0,70.5,67.0
86,2020-12-29 11:00:00+07:00,7100.0,25,7125.0,0.0,BUY,73.0,70.0,67.0
87,2020-12-29 13:00:00+07:00,6900.0,31,7125.0,-256.0,SELL,73.0,70.0,67.0
88,2020-12-30 11:00:00+07:00,6800.0,24,6824.0,0.0,BUY,73.0,70.5,68.0
89,2021-01-04 11:00:00+07:00,6900.0,31,6824.0,45.0,SELL,72.0,69.0,66.0
90,2021-01-08 11:00:00+07:00,6900.0,24,6924.0,0.0,BUY,70.0,68.0,66.0
91,2021-01-08 14:00:00+07:00,6800.0,31,6924.0,-155.0,SELL,70.0,68.0,66.0
92,2021-01-11 13:00:00+07:00,6600.0,23,6623.0,0.0,BUY,69.0,67.5,66.0
93,2021-01-13 15:00:00+07:00,7300.0,33,6623.0,644.0,SELL,73.0,68.5,64.0
94,2021-01-18 09:00:00+07:00,7000.0,25,7025.0,0.0,BUY,76.0,70.0,64.0
95,2021-01-18 10:00:00+07:00,6900.0,31,7025.0,-156.0,SELL,76.0,70.0,64.0
96,2021-01-19 14:00:00+07:00,6600.0,23,6623.0,0.0,BUY,73.0,69.5,66.0
97,2021-01-21 11:00:00+07:00,6800.0,31,6623.0,146.0,SELL,71.0,68.5,66.0
98,2021-01-22 11:00:00+07:00,6600.0,23,6623.0,0.0,BUY,71.0,68.5,66.0
99,2021-02-04 14:00:00+07:00,5600.0,25,6623.0,-1048.0,SELL,61.0,57.0,53.0
100,2021-02-05 14:00:00+07:00,5600.0,20,5620.0,0.0,BUY,60.0,58.0,56.0
101,2021-02-08 14:00:00+07:00,5700.0,26,5620.0,54.0,SELL,59.0,57.5,56.0
102,2021-02-11 10:00:00+07:00,5900.0,21,5921.0,0.0,BUY,60.0,58.0,56.0
103,2021-02-15 10:00:00+07:00,5800.0,26,5921.0,-147.0,SELL,60.0,58.5,57.0
104,2021-02-15 11:00:00+07:00,5900.0,21,5921.0,0.0,BUY,60.0,58.5,57.0
105,2021-02-16 15:00:00+07:00,6600.0,30,5921.0,649.0,SELL,66.0,61.5,57.0
106,2021-02-23 09:00:00+07:00,6300.0,22,6322.0,0.0,BUY,66.0,62.5,59.0
107,2021-02-23 14:00:00+07:00,6600.0,30,6322.0,248.0,SELL,66.0,62.5,59.0
108,2021-03-04 13:00:00+07:00,8600.0,30,8630.0,0.0,BUY,88.0,83.5,79.0
109,2021-03-08 10:00:00+07:00,8500.0,39,8630.0,-169.0,SELL,90.0,84.5,79.0
110,2021-03-09 09:00:00+07:00,9100.0,32,9132.0,0.0,BUY,94.0,88.0,82.0
111,2021-03-09 14:00:00+07:00,8800.0,40,9132.0,-372.0,SELL,94.0,88.5,83.0
112,2021-03-10 09:00:00+07:00,8900.0,32,8932.0,0.0,BUY,94.0,88.5,83.0
113,2021-03-10 10:00:00+07:00,8900.0,40,8932.0,-72.0,SELL,94.0,88.5,83.0
114,2021-03-10 11:00:00+07:00,8900.0,32,8932.0,0.0,BUY,94.0,88.5,83.0
115,2021-03-10 13:00:00+07:00,8700.0,40,8932.0,-272.0,SELL,94.0,88.5,83.0
116,2021-03-10 14:00:00+07:00,9000.0,32,9032.0,0.0,BUY,94.0,88.5,83.0
117,2021-03-12 11:00:00+07:00,9400.0,43,9032.0,325.0,SELL,94.0,88.5,83.0
118,2021-03-15 11:00:00+07:00,9100.0,32,9132.0,0.0,BUY,95.0,90.5,86.0
119,2021-03-15 13:00:00+07:00,9000.0,41,9132.0,-173.0,SELL,95.0,90.5,86.0
120,2021-03-16 10:00:00+07:00,8600.0,30,8630.0,0.0,BUY,95.0,90.5,86.0
121,2021-03-22 14:00:00+07:00,8200.0,37,8630.0,-467.0,SELL,89.0,84.5,80.0
122,2021-03-25 10:00:00+07:00,7600.0,27,7627.0,0.0,BUY,85.0,80.5,76.0
123,2021-03-26 10:00:00+07:00,7900.0,36,7627.0,237.0,SELL,85.0,79.5,74.0
124,2021-03-30 10:00:00+07:00,7900.0,28,7928.0,0.0,BUY,82.0,78.0,74.0
125,2021-04-06 09:00:00+07:00,7900.0,36,7928.0,-64.0,SELL,82.0,79.0,76.0
126,2021-04-06 10:00:00+07:00,8000.0,28,8028.0,0.0,BUY,82.0,79.0,76.0
127,2021-04-12 09:00:00+07:00,8300.0,38,8028.0,234.0,SELL,87.0,83.0,79.0
128,2021-04-14 09:00:00+07:00,8500.0,30,8530.0,0.0,BUY,87.0,83.0,79.0
129,2021-04-14 10:00:00+07:00,8700.0,40,8530.0,130.0,SELL,87.0,83.0,79.0
130,2021-04-22 15:00:00+07:00,8700.0,31,8731.0,0.0,BUY,95.0,91.0,87.0
131,2021-04-23 09:00:00+07:00,8200.0,37,8731.0,-568.0,SELL,92.0,86.5,81.0
132,2021-04-28 09:00:00+07:00,8700.0,31,8731.0,0.0,BUY,89.0,84.0,79.0
133,2021-04-30 10:00:00+07:00,8400.0,38,8731.0,-369.0,SELL,88.0,84.5,81.0
134,2021-04-30 14:00:00+07:00,8500.0,30,8530.0,0.0,BUY,88.0,85.0,82.0
135,2021-05-05 10:00:00+07:00,8500.0,39,8530.0,-69.0,SELL,87.0,84.5,82.0
136,2021-05-05 13:00:00+07:00,8600.0,30,8630.0,0.0,BUY,87.0,84.5,82.0
137,2021-05-07 10:00:00+07:00,8400.0,38,8630.0,-268.0,SELL,87.0,84.5,82.0
138,2021-05-11 09:00:00+07:00,8200.0,29,8229.0,0.0,BUY,86.0,84.0,82.0
139,2021-05-20 11:00:00+07:00,8400.0,38,8229.0,133.0,SELL,84.0,79.0,74.0
140,2021-05-27 09:00:00+07:00,8400.0,30,8430.0,0.0,BUY,85.0,83.5,82.0
141,2021-05-27 15:00:00+07:00,9000.0,41,8430.0,529.0,SELL,90.0,86.0,82.0
142,2021-06-02 14:00:00+07:00,8800.0,31,8831.0,0.0,BUY,93.0,87.5,82.0
143,2021-06-03 11:00:00+07:00,8900.0,40,8831.0,29.0,SELL,93.0,88.5,84.0
144,2021-06-04 11:00:00+07:00,8900.0,32,8932.0,0.0,BUY,92.0,88.0,84.0
145,2021-06-07 13:00:00+07:00,8800.0,40,8932.0,-172.0,SELL,92.0,88.5,85.0
146,2021-06-08 11:00:00+07:00,8400.0,30,8430.0,0.0,BUY,90.0,87.0,84.0
147,2021-06-15 13:00:00+07:00,9800.0,45,8430.0,1325.0,SELL,98.0,90.5,83.0
148,2021-06-25 09:00:00+07:00,13200.0,47,13247.0,0.0,BUY,137.0,130.0,123.0
149,2021-06-25 14:00:00+07:00,12800.0,58,13247.0,-505.0,SELL,137.0,132.0,127.0
150,2021-06-28 15:00:00+07:00,12100.0,43,12143.0,0.0,BUY,137.0,129.0,121.0
151,2021-07-06 10:00:00+07:00,11900.0,54,12143.0,-297.0,SELL,129.0,121.5,114.0
152,2021-07-07 13:00:00+07:00,12200.0,43,12243.0,0.0,BUY,129.0,121.5,114.0
153,2021-07-13 09:00:00+07:00,11200.0,51,12243.0,-1094.0,SELL,122.0,115.0,108.0
154,2021-07-13 14:00:00+07:00,10700.0,38,10738.0,0.0,BUY,120.0,113.5,107.0
155,2021-07-19 11:00:00+07:00,11300.0,51,10738.0,511.0,SELL,120.0,113.5,107.0
156,2021-07-19 13:00:00+07:00,11400.0,41,11441.0,0.0,BUY,120.0,113.5,107.0
157,2021-07-21 09:00:00+07:00,11200.0,51,11441.0,-292.0,SELL,120.0,113.5,107.0
158,2021-07-22 10:00:00+07:00,11300.0,40,11340.0,0.0,BUY,119.0,113.5,108.0
159,2021-07-22 11:00:00+07:00,11200.0,51,11340.0,-191.0,SELL,117.0,112.5,108.0
160,2021-07-23 09:00:00+07:00,11800.0,42,11842.0,0.0,BUY,121.0,114.5,108.0
161,2021-07-29 13:00:00+07:00,13700.0,63,11842.0,1795.0,SELL,137.0,128.5,120.0
162,2021-07-29 14:00:00+07:00,14300.0,51,14351.0,0.0,BUY,143.0,131.5,120.0
163,2021-07-29 15:00:00+07:00,14300.0,65,14351.0,-116.0,SELL,143.0,131.5,120.0
164,2021-08-06 14:00:00+07:00,15500.0,55,15555.0,0.0,BUY,167.0,155.5,144.0
165,2021-08-09 09:00:00+07:00,15400.0,70,15555.0,-225.0,SELL,167.0,155.5,144.0
166,2021-08-09 10:00:00+07:00,15500.0,55,15555.0,0.0,BUY,167.0,155.5,144.0
167,2021-08-09 11:00:00+07:00,15400.0,70,15555.0,-225.0,SELL,163.0,153.5,144.0
168,2021-08-12 09:00:00+07:00,15300.0,55,15355.0,0.0,BUY,160.0,152.0,144.0
169,2021-08-12 10:00:00+07:00,15200.0,69,15355.0,-224.0,SELL,160.0,152.0,144.0
170,2021-08-13 11:00:00+07:00,13900.0,50,13950.0,0.0,BUY,158.0,148.5,139.0
171,2021-08-26 11:00:00+07:00,13400.0,61,13950.0,-611.0,SELL,142.0,134.5,127.0
172,2021-09-07 09:00:00+07:00,12400.0,44,12444.0,0.0,BUY,129.0,125.5,122.0
173,2021-09-08 09:00:00+07:00,12100.0,55,12444.0,-399.0,SELL,129.0,124.5,120.0
174,2021-09-14 09:00:00+07:00,11600.0,41,11641.0,0.0,BUY,120.0,115.0,110.0
175,2021-09-17 11:00:00+07:00,13000.0,59,11641.0,1300.0,SELL,130.0,122.0,114.0
176,2021-09-20 10:00:00+07:00,12500.0,45,12545.0,0.0,BUY,132.0,123.0,114.0
177,2021-09-20 11:00:00+07:00,12300.0,56,12545.0,-301.0,SELL,132.0,123.5,115.0
178,2021-09-23 14:00:00+07:00,11800.0,42,11842.0,0.0,BUY,124.0,121.0,118.0
179,2021-09-30 09:00:00+07:00,11200.0,51,11842.0,-693.0,SELL,118.0,111.5,105.0
180,2021-09-30 11:00:00+07:00,11300.0,40,11340.0,0.0,BUY,118.0,111.5,105.0
181,2021-09-30 14:00:00+07:00,11200.0,51,11340.0,-191.0,SELL,118.0,111.5,105.0
182,2021-10-05 11:00:00+07:00,9800.0,35,9835.0,0.0,BUY,114.0,106.0,98.0
183,2021-10-07 14:00:00+07:00,9900.0,45,9835.0,20.0,SELL,106.0,99.5,93.0
184,2021-10-15 09:00:00+07:00,9700.0,34,9734.0,0.0,BUY,98.0,95.0,92.0
185,2021-10-15 11:00:00+07:00,9400.0,43,9734.0,-377.0,SELL,98.0,95.5,93.0
186,2021-10-15 13:00:00+07:00,9600.0,34,9634.0,0.0,BUY,98.0,95.5,93.0
187,2021-10-27 09:00:00+07:00,10000.0,46,9634.0,320.0,SELL,100.0,90.5,81.0
188,2021-11-04 09:00:00+07:00,10900.0,39,10939.0,0.0,BUY,117.0,110.0,103.0
189,2021-11-04 14:00:00+07:00,11000.0,50,10939.0,11.0,SELL,117.0,110.5,104.0
190,2021-11-08 09:00:00+07:00,10600.0,38,10638.0,0.0,BUY,113.0,107.0,101.0
191,2021-11-09 09:00:00+07:00,11500.0,52,10638.0,810.0,SELL,115.0,108.0,101.0
192,2021-11-12 13:00:00+07:00,11600.0,41,11641.0,0.0,BUY,118.0,114.5,111.0
193,2021-11-12 14:00:00+07:00,11500.0,52,11641.0,-193.0,SELL,118.0,114.5,111.0
194,2021-11-15 10:00:00+07:00,10900.0,39,10939.0,0.0,BUY,118.0,113.5,109.0
195,2021-11-22 09:00:00+07:00,10100.0,46,10939.0,-885.0,SELL,106.0,103.0,100.0
196,2021-11-22 14:00:00+07:00,9500.0,34,9534.0,0.0,BUY,105.0,100.0,95.0
197,2021-11-25 14:00:00+07:00,9500.0,43,9534.0,-77.0,SELL,100.0,95.5,91.0
198,2021-11-26 11:00:00+07:00,9100.0,32,9132.0,0.0,BUY,96.0,93.5,91.0
199,2021-11-30 11:00:00+07:00,9100.0,41,9132.0,-73.0,SELL,96.0,91.0,86.0
200,2021-12-07 14:00:00+07:00,8700.0,31,8731.0,0.0,BUY,90.0,87.5,85.0
201,2021-12-09 10:00:00+07:00,8600.0,39,8731.0,-170.0,SELL,90.0,86.5,83.0
202,2021-12-10 13:00:00+07:00,9100.0,32,9132.0,0.0,BUY,91.0,87.0,83.0
203,2021-12-10 15:00:00+07:00,9300.0,42,9132.0,126.0,SELL,93.0,88.0,83.0
204,2021-12-14 14:00:00+07:00,9100.0,32,9132.0,0.0,BUY,98.0,91.5,85.0
205,2021-12-22 14:00:00+07:00,8600.0,39,9132.0,-571.0,SELL,88.0,85.5,83.0
206,2021-12-24 09:00:00+07:00,8600.0,30,8630.0,0.0,BUY,88.0,85.5,83.0
207,2021-12-27 10:00:00+07:00,8700.0,40,8630.0,30.0,SELL,89.0,86.5,84.0
208,2021-12-27 14:00:00+07:00,8800.0,31,8831.0,0.0,BUY,89.0,86.5,84.0
209,2021-12-29 10:00:00+07:00,8700.0,40,8831.0,-171.0,SELL,90.0,87.5,85.0
210,2021-12-29 13:00:00+07:00,8600.0,30,8630.0,0.0,BUY,90.0,88.0,86.0
211,2022-01-03 15:00:00+07:00,9100.0,41,8630.0,429.0,SELL,91.0,88.5,86.0
212,2022-01-06 09:00:00+07:00,8600.0,30,8630.0,0.0,BUY,92.0,89.0,86.0
213,2022-01-12 10:00:00+07:00,8700.0,40,8630.0,30.0,SELL,87.0,85.5,84.0
214,2022-01-12 11:00:00+07:00,8700.0,31,8731.0,0.0,BUY,87.0,85.5,84.0
215,2022-01-12 13:00:00+07:00,8700.0,40,8731.0,-71.0,SELL,87.0,85.5,84.0
216,2022-01-17 10:00:00+07:00,9200.0,33,9233.0,0.0,BUY,97.0,90.5,84.0
217,2022-01-17 14:00:00+07:00,9000.0,41,9233.0,-274.0,SELL,97.0,91.0,85.0
218,2022-01-18 11:00:00+07:00,8700.0,31,8731.0,0.0,BUY,97.0,92.0,87.0
219,2022-01-31 09:00:00+07:00,8200.0,37,8731.0,-568.0,SELL,82.0,79.5,77.0
220,2022-02-03 14:00:00+07:00,7900.0,28,7928.0,0.0,BUY,83.0,81.0,79.0
221,2022-02-09 13:00:00+07:00,8700.0,40,7928.0,732.0,SELL,87.0,83.0,79.0
222,2022-02-11 14:00:00+07:00,8500.0,30,8530.0,0.0,BUY,88.0,84.5,81.0
223,2022-02-16 13:00:00+07:00,8400.0,38,8530.0,-168.0,SELL,87.0,84.5,82.0
224,2022-02-18 11:00:00+07:00,8400.0,30,8430.0,0.0,BUY,85.0,83.5,82.0
225,2022-02-18 14:00:00+07:00,8300.0,38,8430.0,-168.0,SELL,85.0,83.5,82.0
226,2022-02-21 13:00:00+07:00,8300.0,29,8329.0,0.0,BUY,85.0,83.5,82.0
227,2022-03-09 14:00:00+07:00,7700.0,35,8329.0,-664.0,SELL,80.0,77.5,75.0
228,2022-03-10 09:00:00+07:00,7900.0,28,7928.0,0.0,BUY,81.0,78.0,75.0
229,2022-03-10 14:00:00+07:00,8100.0,37,7928.0,135.0,SELL,81.0,78.0,75.0
230,2022-03-14 14:00:00+07:00,8200.0,29,8229.0,0.0,BUY,82.0,79.5,77.0
231,2022-03-16 13:00:00+07:00,8000.0,36,8229.0,-265.0,SELL,82.0,80.5,79.0
232,2022-03-17 09:00:00+07:00,8200.0,29,8229.0,0.0,BUY,82.0,80.5,79.0
233,2022-03-17 10:00:00+07:00,8000.0,36,8229.0,-265.0,SELL,82.0,80.5,79.0
234,2022-03-17 11:00:00+07:00,8100.0,29,8129.0,0.0,BUY,82.0,80.5,79.0
235,2022-03-24 10:00:00+07:00,7300.0,33,8129.0,-862.0,SELL,79.0,75.5,72.0
236,2022-03-24 11:00:00+07:00,7200.0,25,7225.0,0.0,BUY,79.0,75.5,72.0
237,2022-03-29 10:00:00+07:00,7300.0,33,7225.0,42.0,SELL,77.0,72.5,68.0
238,2022-04-04 09:00:00+07:00,7600.0,27,7627.0,0.0,BUY,80.0,76.5,73.0
239,2022-04-07 15:00:00+07:00,8200.0,37,7627.0,536.0,SELL,82.0,79.0,76.0
240,2022-04-20 13:00:00+07:00,8500.0,30,8530.0,0.0,BUY,89.0,87.0,85.0
241,2022-04-20 15:00:00+07:00,8900.0,40,8530.0,330.0,SELL,89.0,87.0,85.0
